sha256,copy_count,relative_paths
188174ec3d1bde452cdc00021560aa14d51c2653a66c00b736b2f7b4397bc8d1,2,frame_grid/csv/observed_re_allocation.csv|reports/csv/live_re_allocation_snapshot.csv
262a3c00dbf46c74d181ec3341b144deb8a9d4d7c54d22497989f6995158c5e9,2,control/csv/access_state_timeline.csv|reports/csv/access_state_timeline.csv
27892413e6f0c9cf138d56bbe80e27e8447f3c8b7da0458a58a509939ebe1c9b,2,reports/csv/live_beam_management_procedure_stats.csv|reports/csv/live_beam_selection_stats.csv
2e670e0384af051a17bfbb6bf5421aa9dfeffd8c84b373f274666e5cd5523a10,2,beamforming/csv/mimo_primary_trial_source_reconciliation.csv|reports/csv/kpi_primary_trial_source_reconciliation.csv
3dde76332ffceaad35fd372d91f29df4a25f81932b62df7e9e22d7a73d7ef4c0,2,analytics/csv/time_profile_analytics.csv|reports/csv/time_profile_calls.csv
47a1e5f26f1374b0e0ee9403982bc20a9ad2f431e8aebfcf2aab538b89604965,2,control/csv/control_gating_summary.csv|reports/csv/live_control_gating_summary.csv
5a43f16c4cd86e8776432f93bbe7b833d9946ab04458816cb1898503d675063e,2,packet_flow/csv/live_scheduler_decision_log.csv|packet_flow/csv/scheduler_decision_log.csv
65d09b7feb4292fb01bcb0915acc075998c2db3be8467a6af1b5b77673918a57,2,waveform/csv/final_tx_iq_dl_port1_keysight.csv|waveform/csv/final_tx_iq_dl_port2_keysight.csv
67a5d413dc84148fdcfba7674c7c3f1d5c8d8e0ad15de68767b93cade7f404a6,2,control/csv/initial_access_lifecycle_trace.csv|reports/csv/initial_access_lifecycle_trace.csv
824e1c6c0f0656cc46562fc026d4c97a4e9cb8e746373556825790462ad77b0b,2,reports/csv/prach_correlation_trace.csv|reports/csv/prach_correlation_traces.csv
839377f50f0ab3ddc0dee672c5636d3a6bb23b3144fca25167176e1c52dc757d,2,component_anchors/channel_rf/reports/csv/channel_rf_negative_trials.csv|component_anchors/channel_rf/rf/csv/channel_rf_negative_trials.csv
85470286265e35ee57b691c0803c1bf1e556d5376e73b794e155c99961365662,3,air_interface/csv/fer_summary.csv|reports/csv/fer_summary.csv|reports/csv/live_error_rate_summary.csv
8877e5a21bed8a261cfdb432dc3c79a7b8cd13824bd26d2f69626435206f0543,2,reports/csv/live_ue_table.csv|reports/csv/ues.csv
947469b8bce54e5510440224e9a7804622d938aad52e524cbb5b60cad910fd2c,2,packet_flow/csv/slot_trace.csv|reports/csv/slot_trace.csv
a49917da547515908749aca637c65080ad5a09352f20cea744a7d78c36bdd9c9,2,air_interface/csv/live_measured_sinr_summary.csv|air_interface/csv/lls_measured_sinr_summary.csv
aa9954ae765aa239fb7e8cc4164aea25df82740ef9bf63e5b2a6351f57705bb6,2,control/csv/reference_signal_measurements.csv|reports/csv/reference_signal_measurements.csv
ad672668d62c5f5b250eb140f2ee4f3e40b9fb2b0fed064320275f0a8ffd1686,2,reports/csv/live_sector_table.csv|reports/csv/sectors.csv
b4bc3aa2134666342696d1ff215442a555c0e1d7cfbe52482f0b2e4d873067ae,2,reports/csv/phy_package_execution_audit.csv|reports/csv/sixgr_source_file_execution_inventory.csv
b55664b98687cdc3e1bc134f2b8a0b6f668a0121c1832ec63e7c82bd6b37a198,2,control/csv/control_gating_state.csv|reports/csv/live_control_gating_state.csv
ba90be1219ee7772d37366d4cf26730a1580184bfcb5d3cf863aea2523a11116,2,control/csv/access_transition_ledger.csv|reports/csv/access_transition_ledger.csv
c1eda6646933393b9bea9e05bfde3c2828cd5b8708079ef443885d43c7feb032,2,harq/csv/harq_process_timeline.csv|harq/csv/probe_harq_packets.csv
c46694f47463ff101b9cf67a67a0f6befdd8b53b2f4e1fed220ea79aea8ac133,2,reports/csv/kpi_harq_delivery_trace_ul.csv|reports/csv/kpi_tb_delivery_ledger_ul.csv
dd6934afb11cdac2b8c868186ed856fa9292005fa08e06dc08cbd2895ed67e59,2,reports/csv/live_trp_table.csv|reports/csv/trps.csv
de81451a82f138b84a5508289ea5e8afe7518c126271be1c334f482a9d2fcf7d,2,reports/csv/kpi_harq_delivery_trace_dl.csv|reports/csv/kpi_tb_delivery_ledger_dl.csv
f136b81679939e7a640c710b4c79099631433a0f1bac7862832648cd65e2c81f,2,reports/csv/live_site_table.csv|reports/csv/sites.csv
f4db17409327acfdccbcf1c56c99b6e6fb67484979510ce1c5f7bda769a68cbb,2,control/csv/msg4_contention_resolution.csv|control/csv/msg4_trials.csv
f84f7c5e922991f34a110b13e62cb0b8a30741f52d03ce0e4f1713935d436d9f,2,analytics/csv/symbol_throughput_analytics.csv|reports/csv/live_symbol_throughput_table.csv
