ComparisonID,FixedReceiverSHA256,GeometryReceiverSHA256,Equal,Status
UL_AWGN_0_11,fb6716198934eeedd5767addda18e43953afecc1143d5b90eb9358559ad8dace,fb6716198934eeedd5767addda18e43953afecc1143d5b90eb9358559ad8dace,1,PASS
UL_AWGN_0_23,60ca11a9ebe8252123c0b4fd436295b6e5489277434002d1f42785f3f398a093,60ca11a9ebe8252123c0b4fd436295b6e5489277434002d1f42785f3f398a093,1,PASS
UL_AWGN_0_47,5b36fd96593580b99eb318cdfbb70a96b40f7cde726dc450fff788913ea8c3ca,5b36fd96593580b99eb318cdfbb70a96b40f7cde726dc450fff788913ea8c3ca,1,PASS
UL_AWGN_0_89,3308c2611e021a310635044e6446bbcb247dec7a359a689a5421471e005bd66d,3308c2611e021a310635044e6446bbcb247dec7a359a689a5421471e005bd66d,1,PASS
UL_AWGN_5_11,a537d97d92698b3fb714907bcbb9419784acd6e0c7ebea7d233ef58398428757,a537d97d92698b3fb714907bcbb9419784acd6e0c7ebea7d233ef58398428757,1,PASS
UL_AWGN_5_23,85bbc81d9c740b49db92f7092dd67ff80686bc33b4cb06c1095029c0d78e835b,85bbc81d9c740b49db92f7092dd67ff80686bc33b4cb06c1095029c0d78e835b,1,PASS
UL_AWGN_5_47,3eb95cc9932046c13b9ccd716c33f233601b38c3daf303b39a6530c043953297,3eb95cc9932046c13b9ccd716c33f233601b38c3daf303b39a6530c043953297,1,PASS
UL_AWGN_5_89,d5005c9ef3d85ba1551155b0a2b63cbbeb096d6f049c31b67a5456740931f415,d5005c9ef3d85ba1551155b0a2b63cbbeb096d6f049c31b67a5456740931f415,1,PASS
UL_AWGN_10_11,20de8085080492ee8a4863de242a82c3905e53bc045731ffc495f1b3d252f15c,20de8085080492ee8a4863de242a82c3905e53bc045731ffc495f1b3d252f15c,1,PASS
UL_AWGN_10_23,c49ecf3cc52f65a94b743307eff41941e29d40a664d56b005a8a77a42691993a,c49ecf3cc52f65a94b743307eff41941e29d40a664d56b005a8a77a42691993a,1,PASS
UL_AWGN_10_47,ceade8d119c090062cc632d5fde5c27e4f8a6c793113e5835498dd55bd252769,ceade8d119c090062cc632d5fde5c27e4f8a6c793113e5835498dd55bd252769,1,PASS
UL_AWGN_10_89,9968b8a339370b439425c47a211627ca0af3d3851cdf1cb397261609ec61a5f2,9968b8a339370b439425c47a211627ca0af3d3851cdf1cb397261609ec61a5f2,1,PASS
UL_TDL-C_-5_11,0d2ebdbc62141d993bb05c233caf87c668111ff25a0524b6aecae9aa842379e3,0d2ebdbc62141d993bb05c233caf87c668111ff25a0524b6aecae9aa842379e3,1,PASS
UL_TDL-C_-5_23,ac155c86dffb7948bc2df13f1a731757d1f7f887622cee0e797f64c9f344e8bb,ac155c86dffb7948bc2df13f1a731757d1f7f887622cee0e797f64c9f344e8bb,1,PASS
UL_TDL-C_-5_47,c5f7d27a33099b56747a9388a051b706ee8f07f13cbfc21e7a774c27190bfd5e,c5f7d27a33099b56747a9388a051b706ee8f07f13cbfc21e7a774c27190bfd5e,1,PASS
UL_TDL-C_-5_89,678b30043f7efab534d73a01a328e295698ee351a46315d9d239f598c60b7f8e,678b30043f7efab534d73a01a328e295698ee351a46315d9d239f598c60b7f8e,1,PASS
UL_TDL-C_0_11,d3053df40a7eaf50e0e05d54dffa4e5ac676de04d68e8407aa2ea2e838d62cc2,d3053df40a7eaf50e0e05d54dffa4e5ac676de04d68e8407aa2ea2e838d62cc2,1,PASS
UL_TDL-C_0_23,6002cde52e7aceafdd1643ed253f7df91d0ef4eb0de5dca7a5537241d78f9deb,6002cde52e7aceafdd1643ed253f7df91d0ef4eb0de5dca7a5537241d78f9deb,1,PASS
UL_TDL-C_0_47,b3f42bec0b8540c28a8da46381624bb8322a3f3c019dbc61f0e3f4f4e968e79b,b3f42bec0b8540c28a8da46381624bb8322a3f3c019dbc61f0e3f4f4e968e79b,1,PASS
UL_TDL-C_0_89,40597c3c389254edad3396fe75d659c3a52b00f7ad1299831590373f2cbc27eb,40597c3c389254edad3396fe75d659c3a52b00f7ad1299831590373f2cbc27eb,1,PASS
UL_TDL-C_5_11,59f861f016c3f0ef7eeabbba3676e6ba2ec9a1ce656a11186036dbd700156b47,59f861f016c3f0ef7eeabbba3676e6ba2ec9a1ce656a11186036dbd700156b47,1,PASS
UL_TDL-C_5_23,7b9206f6b88b093955340d4bc320b74e17620a36bed26c51a53d7ef764b8ca88,7b9206f6b88b093955340d4bc320b74e17620a36bed26c51a53d7ef764b8ca88,1,PASS
UL_TDL-C_5_47,a4ff545b105a852852e4c51c32267ccb5ef2963047d97a67fe4b1ded8dfb3248,a4ff545b105a852852e4c51c32267ccb5ef2963047d97a67fe4b1ded8dfb3248,1,PASS
UL_TDL-C_5_89,e8606a48600f61477e22eb32e4ae40c60b434e1e013b4f6b76ad72afe529575f,e8606a48600f61477e22eb32e4ae40c60b434e1e013b4f6b76ad72afe529575f,1,PASS
UL_TDL-C_10_11,0c5030249d4fbe530ece2399b078d3cb2ad9f45466229a5576681b776e811a4c,0c5030249d4fbe530ece2399b078d3cb2ad9f45466229a5576681b776e811a4c,1,PASS
UL_TDL-C_10_23,35bd5bbdf553b4acb5a81aa28bd03b3c7c9a09de5c12ef3109bb749147f638a0,35bd5bbdf553b4acb5a81aa28bd03b3c7c9a09de5c12ef3109bb749147f638a0,1,PASS
UL_TDL-C_10_47,1b3f3f94fb07effff8705f4637f610b8d75827cca7045792c799df0ca4dac552,1b3f3f94fb07effff8705f4637f610b8d75827cca7045792c799df0ca4dac552,1,PASS
UL_TDL-C_10_89,beee6ff7e8d426ea83f085b65c7b7917a77d4a33eda276730fb481e05ad80463,beee6ff7e8d426ea83f085b65c7b7917a77d4a33eda276730fb481e05ad80463,1,PASS
