KPIName,Direction,Layer,Units,NumeratorDefinition,DenominatorDefinition,TimeWindowDefinition,RequiredSourceTables,RequiredColumns,FilterPredicate,DuplicateHandling,HARQHandling,FailedTBHandling,MissingRowBehavior,ProxyRowBehavior,RoundingPolicy,Tolerance,StrictAllowed,FormulaVersion,ProducerModule,FormulaEquation,Status
"UL_PHY_ScheduledThroughput_Mbps","UL","PHY","Mbps","sum(ScheduledBits)/ScheduledResourceExposureSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,TBSize_bits,OfferedBits,AirInterfaceObservation_ms,Slot,Frame","Direction == UL","all_attempts","all_attempts","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(ScheduledBits)/ScheduledResourceExposureSec/1e6","active"
"DL_PHY_ScheduledThroughput_Mbps","DL","PHY","Mbps","sum(ScheduledBits)/ScheduledResourceExposureSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,TBSize_bits,OfferedBits,AirInterfaceObservation_ms,Slot,Frame","Direction == DL","all_attempts","all_attempts","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(ScheduledBits)/ScheduledResourceExposureSec/1e6","active"
"UL_TB_Delivery_Goodput_Mbps","UL","PHY","Mbps","sum(first-success delivered GoodputBits where TBCrcPass=true)/MeasurementWindowSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,Goodput_Mbps,GoodBits,TBSize_bits,CRCPass,AirInterfaceObservation_ms,Slot,Frame","Direction == UL","deduplicate_transport_block","deduplicate_transport_block","crc_fail_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(first-success delivered GoodputBits where TBCrcPass=true)/MeasurementWindowSec/1e6","active"
"DL_TB_Delivery_Goodput_Mbps","DL","PHY","Mbps","sum(first-success delivered GoodputBits where TBCrcPass=true)/MeasurementWindowSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,Goodput_Mbps,GoodBits,TBSize_bits,CRCPass,AirInterfaceObservation_ms,Slot,Frame","Direction == DL","deduplicate_transport_block","deduplicate_transport_block","crc_fail_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(first-success delivered GoodputBits where TBCrcPass=true)/MeasurementWindowSec/1e6","active"
"UL_BLER","UL","PHY","ratio","failed TB attempts / total TB attempts","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,CRCPass","Direction == UL","attempt_level","attempt_level","crc_fail_counts_failed","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","failed TB attempts / total TB attempts","active"
"DL_BLER","DL","PHY","ratio","failed TB attempts / total TB attempts","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,CRCPass","Direction == DL","attempt_level","attempt_level","crc_fail_counts_failed","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","failed TB attempts / total TB attempts","active"
"UL_BER","UL","PHY","ratio","sum(BitErrors)/sum(BitsCompared)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,BitErrors,BitsCompared","Direction == UL","weighted_by_bits_compared","weighted_by_bits_compared","failed_rows_included_when_bits_present","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(BitErrors)/sum(BitsCompared)","active"
"DL_BER","DL","PHY","ratio","sum(BitErrors)/sum(BitsCompared)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,BitErrors,BitsCompared","Direction == DL","weighted_by_bits_compared","weighted_by_bits_compared","failed_rows_included_when_bits_present","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(BitErrors)/sum(BitsCompared)","active"
"UL_Goodput_Max_Mbps","UL","PHY","Mbps","max(raw Goodput_Mbps over Direction=UL rows)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,Goodput_Mbps","Direction == UL","row_maximum","row_maximum","crc_fail_rows_contribute_their_raw_goodput_field","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","max(raw Goodput_Mbps over Direction=UL rows)","active"
"DL_Goodput_Max_Mbps","DL","PHY","Mbps","max(raw Goodput_Mbps over Direction=DL rows)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,Goodput_Mbps","Direction == DL","row_maximum","row_maximum","crc_fail_rows_contribute_their_raw_goodput_field","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","max(raw Goodput_Mbps over Direction=DL rows)","active"
