relative_path,column_index,column_name,row_count,blank_count,blank_fraction,nan_token_count,inf_token_count,unique_nonblank_count,numeric_count,finite_fraction,zero_count,nonzero_numeric_count,numeric_min,numeric_max,numeric_mean,failure_token_count,proxy_token_count,synthetic_token_count,fallback_token_count,placeholder_token_count,value_population_class,semantic_attention
air_interface/csv/distance_vs_sinr.csv,2,UEIndex,800,800,1.0,800,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/distance_vs_sinr.csv,3,RNTI,800,800,1.0,800,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/distance_vs_sinr.csv,5,PropagationDistance_m,800,800,1.0,800,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,4,UEIndex,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,5,RNTI,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,6,BaseStationID,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,17,DopplerHz,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,24,WidebandCQI,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,25,CQIDerivedMCS,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,26,CQIDerivedModulation,400,400,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,27,CQIDerivedTargetCodeRate,400,400,1.0,400,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,36,CSIPayloadBitLength,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,37,SubbandCount,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,57,BeamGainGap_dB,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,66,ProcedureDelay_ms,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,82,RateMatchPunctureBits,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,83,RateMatchRepetitionBits,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,91,PeakClippingEvents,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,100,ShapingRateLoss,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,101,DistributionMatchingLatency_ms,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,102,HighOrderRobustness,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,106,PTRSRECount,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,108,InjectedCFO_Hz,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,109,TrueCFO_Hz,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,110,InjectedTimingOffset_samples,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,111,ResidualTimingError_PostCorrection_samples,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,112,TrueTimingOffset_samples,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,113,TimingError_samples,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,114,IQImbalanceConfigured,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,115,IQImbalanceApplied,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,117,ConfiguredIQGainImbalance_dB,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,118,ConfiguredIQPhaseImbalance_deg,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,128,MismatchSensitivity_dB,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,130,Crash,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,131,LinkAdaptationApplied,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,132,LinkAdaptationScheduled,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,145,TBSInputXOverhead,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,176,RateMatchedBitsDelta_TS38212,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,184,HybridElementDomainApplied,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_fixed_link_campaign_trials.csv,196,RankDowngradeApplied,400,0,0.0,0,0,1,400,1.0,400,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
