relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-element-layout.png,.png,37330,0a2b87db6571dc5164087e88f6c5f99be524978ce26cef8fc4e5f7bf916f53ee,True,PNG,1280,720,RGBA,23,255,23.441625500039343,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-radiation-pattern.png,.png,58535,c146e1b96395281d0e707e5eb6c6c03983207e088e790117ac7bf7f5c134a869,True,PNG,1180,760,RGBA,23,255,54.892607771262107,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,29322,6a60ed5bc1782d4cc6b1dec828ab1c330f67feb62b25a5a2567f68ccb0a481d6,True,PNG,1280,720,RGBA,23,255,60.911327712583223,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.png,.png,31408,2059e07a8cc2d5a479e88212f08f625e7b3a41c72bfb2178eb4f118e3772ed33,True,PNG,1280,720,RGBA,23,255,24.460973005660936,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.png,.png,30820,1d8ebd969b0e1b852eb35fa5bde83419b2ea37bd2d4d5c3114ebd9a1be2af59d,True,PNG,1280,720,RGBA,23,255,23.103979150524886,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.png,.png,31153,78562910d0bbe26ce1f008efb4a8640b7ff261aa5bfba84d0f3f9edae9af6161,True,PNG,1280,720,RGBA,23,255,23.3114174172219,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,37511,482e975e16d2ec45be7d0203357af9378e62cf1833559c70b7fc4a22d02dfd2d,True,PNG,1180,760,RGBA,23,255,51.969542595052346,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__combiner-summary.png,.png,33473,751e846b6a224b050afc8dfcd0516710327066a1a58812cb4e5694e39db34336,True,PNG,1280,720,RGBA,23,255,49.660085233861473,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,33873,de3c1a58b47309bd2d72bfe59f2e1dbb0dc47042229ea855c7caca927760844a,True,PNG,1280,720,RGBA,23,255,59.765209533354685,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,35336,a4e69a97dd3f4731b938582a45fa2d180288d80d8d6de3b8db6781c7ffc83e16,True,PNG,1280,720,RGBA,23,255,49.511929730652817,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,34201,eeb9e7b9770ba9658ccbc81d5455590a1f84ac90dcddb17a87e7acd52024dc06,True,PNG,1280,720,RGBA,23,255,55.258452650169318,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png,.png,27979,8aa56208bdc74612f261bce215bb601b930d37d7a283ead4431d2e1a93d127ff,True,PNG,1280,720,RGBA,23,255,60.611345985219991,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,30167,213b6dd480243fee6af9c5e13ef99ff0e2086daeac14e090cbfb51200c66ddf4,True,PNG,1280,720,RGBA,23,255,60.902459659275067,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-impulse-response.png,.png,37323,34e7ede978c16717c04d89b225ff332d80f5933907286ca3a8a7ba423c9a713d,True,PNG,1280,720,RGBA,23,255,52.264574705341346,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-magnitude-heatmap.png,.png,44628,470ff39c2e0839ce163a7681859b49eab9280ae9129ce1ccd7aab4b1e81a415f,True,PNG,1180,760,RGBA,23,255,55.228918939743629,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-phase-heatmap.png,.png,48484,8061fcf5847df2d37138d817f0ae4152970e2e79fa6c6091e9ead28860abc2d6,True,PNG,1180,760,RGBA,23,255,45.725868195584219,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-f.png,.png,53411,ea0440767917438298768c3186fbdeb08d4992c00a70d7badf217617a3df0cba,True,PNG,1280,720,RGBA,23,255,25.254215724014237,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-tau.png,.png,58841,3e29768c4a574ec0b1eead54bd04453c4409d41f1c789248acf34c6d53aa26d2,True,PNG,1280,720,RGBA,23,255,26.018625563402754,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,37767,c76507cdf6c2e5e44783b25a1c0265fb2008d0ad762e089d6b92fde18934fe67,True,PNG,1280,720,RGBA,23,255,50.5141434825033,False,
analytics/image/contract__channel-estimation-propagation-analytics__nmse-vs-snr-sinr.png,.png,36321,a8d5bfb82cd4b1baac7d8d355c8604487c9e9bc37e192b29eef3eed25b3dc528,True,PNG,1280,720,RGBA,23,255,49.94666924193308,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,46432,8296f1174311f591037edd5966a7a3b04b1ac28eeb6226f91191de2ee23a2a7f,True,PNG,1280,720,RGBA,23,255,24.718705515336374,False,
analytics/image/contract__channel-estimation-propagation-analytics__pathloss-distribution.png,.png,36260,41d7d951409b2bab1e71055651e124f7f2846537af192c1b74dac1f20d5ea622,True,PNG,1280,720,RGBA,23,255,55.801670594286009,False,
analytics/image/contract__channel-estimation-propagation-analytics__tap-power-profile.png,.png,36370,10f00623a67b2200fe9f297a9deff926f5dcbc75ddf7f2851c3856fb41734bb9,True,PNG,1280,720,RGBA,23,255,51.821593154824932,False,
analytics/image/contract__channel-estimation-propagation-analytics__true-h-f-if-available.png,.png,54720,c0519e46c182abef1817a1483ace45628be71ca6de3b5315b13e332c9e6c7278,True,PNG,1280,720,RGBA,23,255,25.679476508403148,False,
analytics/image/contract__channel-estimation-propagation-analytics__true-h-tau-if-available.png,.png,67155,8d19850f1b2d2ee63bcb5b2a6ac353bf63de310b2869ceabb0daea297858490d,True,PNG,1280,720,RGBA,23,255,27.087876820983379,False,
