FamilyID,Metric,BaselineMean,TreatmentMean,Effect,CILower,CIUpper,PValue,AdjustedPValue,PracticalSignificance,Status
F01,EVM_pct,0,3.33444579182625,3.33444579182625,3.31709741675403,3.35179416689848,0,0,1,PASS
F02,EVM_pct,0,4.2436188728583,4.2436188728583,4.22154284896575,4.26569489675086,0,0,1,PASS
F03,EVM_pct,0,5.15263260901525,5.15263260901525,5.12583161950583,5.17943359852466,0,0,1,PASS
F04,EVM_pct,0,6.06145287380948,6.06145287380948,6.0299301762524,6.09297557136656,0,0,1,PASS
F05,EVM_pct,0,6.97004555169524,6.97004555169524,6.9338049776732,7.00628612571727,0,0,1,PASS
F06,EVM_pct,0,7.87837653999829,7.87837653999829,7.83742249469312,7.91933058530345,0,0,1,PASS
F07,EVM_pct,0,8.78641175084512,8.78641175084512,8.74074921256117,8.83207428912907,0,0,1,PASS
F08,EVM_pct,0,9.69411711309146,9.69411711309146,9.64375163271678,9.74448259346613,0,0,1,PASS
F09,EVM_pct,0,9.45489307647243,9.45489307647243,9.38055164345323,9.52923450949162,0,0,1,PASS
F10,EVM_pct,0,16.5093177759872,16.5093177759872,16.3842816843529,16.6343538676214,0,0,1,PASS
F11,EVM_pct,138.817441408938,138.817530617454,8.92085159354868e-05,-0.047132614924766,0.047311031956637,0.997045726344859,1,0,PASS
F12,EVM_pct,138.817441408938,138.818755920312,0.00131451137343674,-0.0445036987231663,0.0471327214700397,0.955157939192511,1,0,PASS
F13,EVM_pct,138.817441408938,138.819929919572,0.00248851063424146,-0.0420042701808928,0.0469812914493757,0.912709098164001,1,0,PASS
F14,EVM_pct,0.0978241924482882,0.245662629425724,0.147838436977436,0.130068485249409,0.165608388705463,8.93656035467477e-60,5.71939862699185e-58,1,PASS
F15,EVM_pct,0.0978241924482882,0.276038438611024,0.178214246162735,0.156748608839855,0.199679883485616,1.55427428062107e-59,9.94735539597484e-58,1,PASS
F16,EVM_pct,0.0978241924482882,0.309283861753744,0.211459669305455,0.186047965681565,0.236871372929346,8.44185509069119e-60,5.40278725804236e-58,1,PASS
F17,EVM_pct,0.0978241924482882,0.34786250363655,0.250038311188262,0.219395014535442,0.280681607841082,1.43890356561223e-57,9.20898281991827e-56,1,PASS
F18,EVM_pct,0.0978241924482882,0.38915199816614,0.291327805717852,0.2562358654297,0.326419746006005,1.57734162470702e-59,1.0094986398125e-57,1,PASS
F19,EVM_pct,0,2.46913111451091,2.46913111451091,2.42399427881241,2.51426795020942,0,0,1,PASS
F20,EVM_pct,0,3.89790122433871,3.89790122433871,3.806465684933,3.98933676374442,0,0,1,PASS
F21,EVM_pct,0,5.39843659344005,5.39843659344005,5.25883820151319,5.5380349853669,0,0,1,PASS
F22,EVM_pct,0,6.93576130005944,6.93576130005944,6.74747923090523,7.12404336921365,0,0,1,PASS
F23,EVM_pct,0,8.49945942701366,8.49945942701366,8.26196341431998,8.73695543970734,0,0,1,PASS
F24,EVM_pct,0,3.09875544832919e-14,3.09875544832919e-14,2.18907544716697e-14,4.0084354494914e-14,2.44770108595222e-11,1.56652869500942e-09,0,PASS
F25,EVM_pct,75.0773276209815,29.7654904416275,-45.3118371793541,-45.3410180738204,-45.2826562848877,0,0,1,PASS
F26,EVM_pct,75.0773276209815,28.1302209632104,-46.9471066577711,-46.9773979567704,-46.9168153587719,0,0,1,PASS
F27,EVM_pct,56.1002796265838,31.7620351056548,-24.3382445209291,-25.3503392088192,-23.326149833039,0,0,1,PASS
F28,EVM_pct,75.0773276209815,24.7449344148397,-50.3323932061418,-50.3650212891176,-50.299765123166,0,0,1,PASS
F29,EVM_pct,75.0773276209815,22.9932055812334,-52.0841220397481,-52.1179852764999,-52.0502588029963,0,0,1,PASS
F30,EVM_pct,56.1002796265838,40.6966824368057,-15.4035971897781,-16.4383731631838,-14.3688212163724,3.92446735891664e-187,2.51165910970665e-185,1,PASS
F31,EVM_pct,75.0773276209815,19.3672747329322,-55.7100528880493,-55.7465539852101,-55.6735517908886,0,0,1,PASS
F32,EVM_pct,75.0773276209815,17.4913860610264,-57.5859415599551,-57.6238677206236,-57.5480153992867,0,0,1,PASS
F33,EVM_pct,0.0219073574933815,1.03470660590113,1.01279924840775,0.555399380059069,1.47019911675642,1.42575423135635e-05,0.000912482708068065,1,PASS
F34,EVM_pct,0.0219073574933815,1.05046298150567,1.02855562401229,0.579511018367931,1.47760022965665,7.14306928236619e-06,0.000457156434071436,1,PASS
F35,EVM_pct,0.0219073574933815,1.10623162206379,1.08432426457041,0.660166019475103,1.50848250966572,5.42943730581054e-07,3.47483987571874e-05,1,PASS
F36,EVM_pct,0.0219073574933815,1.28698623504183,1.26507887754844,0.898126481975055,1.63203127312183,1.40847202667913e-11,9.01422097074641e-10,1,PASS
F37,EVM_pct,0.0219073574933815,1.79453545590864,1.77262809841526,1.48235587588116,2.06290032094936,5.16066159092374e-33,3.30282341819119e-31,1,PASS
F38,EVM_pct,0.0219073574933815,3.10427129624654,3.08236393875316,2.89119535220166,3.27353252530466,3.45848975259266e-219,2.2134334416593e-217,1,PASS
F39,EVM_pct,0.0219073574933815,6.09353570007815,6.07162834258477,5.80617089522396,6.33708578994558,0,0,1,PASS
F40,EVM_pct,0.0219073574933815,12.6884973682242,12.6665900107308,12.1218135925954,13.2113664288662,0,0,1,PASS
F41,NoiseFigure_dB,1.31360441023421,3.20049043037974,1.88688602014553,1.88688602014553,1.88688602014553,0,0,1,PASS
F42,NoiseFigure_dB,1.31360441023421,4.16000440949082,2.8463999992566,2.8463999992566,2.84639999925661,0,0,1,PASS
F43,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F44,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F45,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F46,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F47,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F48,EVM_pct,100,17782.7941003892,17682.7941003892,17682.7941003892,17682.7941003892,0,0,1,PASS
F49,WaveformQuality,0,0.5,0.5,0.5,0.5,0,0,1,PASS
F50,WaveformQuality,25.6820773923377,25.6637579934384,-0.0183193988992786,-0.0417832524275921,0.00514445462903491,0.125956966318144,1,0,PASS
F51,WaveformQuality,0,0.7,0.7,0.7,0.7,0,0,1,PASS
F52,WaveformQuality,0,0.8,0.8,0.8,0.8,0,0,1,PASS
