run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,1,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,2,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,3,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,4,1.0,2.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,5,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,6,1.0,1.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,7,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,8,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,9,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,10,1.0,2.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,11,1.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,12,2.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,13,2.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,14,2.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,beam pair timeline,line,cell_id,runtime_applied_beam_rows,15,2.0,3.0,analytics/csv/beam_analytics.csv,103,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
