CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,run,scenario_total,config_only,0,4866.8164793,4866.8164793,s,meta/runtime_summary.json,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdsch_decode_compute,mean,observed,1,17.038766,17.038766,ms,air_interface/csv/dl_pdsch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdsch_decode_compute,p95,observed,1,94.4947,94.4947,ms,air_interface/csv/dl_pdsch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdsch_decode_compute,max,observed,1,116.2021,116.2021,ms,air_interface/csv/dl_pdsch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pusch_decode_compute,mean,observed,1,21.183365625,21.183365625,ms,air_interface/csv/ul_pusch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pusch_decode_compute,p95,observed,1,53.94613,53.94613,ms,air_interface/csv/ul_pusch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pusch_decode_compute,max,observed,1,62.909,62.909,ms,air_interface/csv/ul_pusch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdcch_control_compute,mean,observed,1,47.0047463414634,47.0047463414634,ms,air_interface/csv/pdcch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdcch_control_compute,p95,observed,1,52.99938,52.99938,ms,air_interface/csv/pdcch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pdcch_control_compute,max,observed,1,200.2179,200.2179,ms,air_interface/csv/pdcch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
N,complexity_implementation_outputs,Complexity / implementation outputs,runtime_per_block,runtime per block,pbch_initial_access_compute,mean,observed,1,4054.9257,4054.9257,ms,air_interface/csv/pbch_trials.csv,Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path.
