run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,normalized decoder complexity,line,ValueNumeric,ValueText,1,4866.8164793,4866.8164793,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,2,17.038766,17.038766,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,3,94.4947,94.4947,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,4,116.2021,116.2021,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,5,21.183365625,21.183365625,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,6,53.94613,53.94613,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,7,62.909,62.909,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,8,47.0047463414634,47.0047463414634,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,9,52.99938,52.99938,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,10,200.2179,200.2179,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,11,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,12,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,13,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,14,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,15,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,16,4054.9257,4054.9257,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,17,2633.0859375,2633.0859375,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,18,7.6649808883667,7.6649808883667,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,19,29.2860889434814,29.2860889434814,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,20,1.12638803628775,1.12638803628775,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,21,0.537306785583496,0.537306785583496,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,22,2633.0859375,2633.0859375,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,23,0.0,0.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,24,0.0,0.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,25,570589093.978022,570589093.978022,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,26,3391956.0,3391956.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,27,72668016.0,72668016.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,28,61719368256.0,61719368256.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,29,11215720.0,11215720.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,30,62379863279.978,62379863279.978,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,31,1000.0,1000.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,32,0.0,0.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,33,17.038766,17.038766,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,34,94.4947,94.4947,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,35,116.2021,116.2021,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,36,21.183365625,21.183365625,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,37,53.94613,53.94613,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,38,62.909,62.909,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,39,570589093.978022,570589093.978022,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,40,3391956.0,3391956.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,41,72668016.0,72668016.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,42,61719368256.0,61719368256.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,43,570589093.978022,570589093.978022,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,44,0.00914700776782823,0.00914700776782823,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,45,3391956.0,3391956.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,46,5.43758165159158e-05,5.43758165159158e-05,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,47,72668016.0,72668016.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,48,0.00116492746503541,0.00116492746503541,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,normalized decoder complexity,line,ValueNumeric,ValueText,49,61719368256.0,61719368256.0,analytics/csv/compute_analytics.csv,60,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
