relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-element-layout.png,.png,37330,0a2b87db6571dc5164087e88f6c5f99be524978ce26cef8fc4e5f7bf916f53ee,True,PNG,1280,720,RGBA,23,255,23.441625500039343,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__antenna-radiation-pattern.png,.png,58535,c146e1b96395281d0e707e5eb6c6c03983207e088e790117ac7bf7f5c134a869,True,PNG,1180,760,RGBA,23,255,54.892607771262107,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,30167,b0fc567acfbedc593a45da2f5c8d35111c3c0f2fea0b35ffa1d025ae2ddf6eb9,True,PNG,1280,720,RGBA,23,255,53.101349473416931,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.png,.png,39626,da0156e9309459d4ff21c8f4617dee64c1bf30f9b13451c1b8086871b8d0985c,True,PNG,1280,720,RGBA,23,255,26.504343952598198,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.png,.png,30820,1d8ebd969b0e1b852eb35fa5bde83419b2ea37bd2d4d5c3114ebd9a1be2af59d,True,PNG,1280,720,RGBA,23,255,23.103979150524886,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.png,.png,31153,78562910d0bbe26ce1f008efb4a8640b7ff261aa5bfba84d0f3f9edae9af6161,True,PNG,1280,720,RGBA,23,255,23.3114174172219,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,37511,482e975e16d2ec45be7d0203357af9378e62cf1833559c70b7fc4a22d02dfd2d,True,PNG,1180,760,RGBA,23,255,51.969542595052346,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__combiner-summary.png,.png,33473,751e846b6a224b050afc8dfcd0516710327066a1a58812cb4e5694e39db34336,True,PNG,1280,720,RGBA,23,255,49.660085233861473,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,27455,aebc31e7c1991bfe731df3bcc8130e2c3399da75bcb7f0c8c26f193972edf352,True,PNG,1280,720,RGBA,23,255,58.593476605735013,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,33873,de3c1a58b47309bd2d72bfe59f2e1dbb0dc47042229ea855c7caca927760844a,True,PNG,1280,720,RGBA,23,255,59.765209533354685,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,35330,f6fc98bbbc94bb488e49ea9d250e1bddaab9705d808bd1a09e4cc4effe192e93,True,PNG,1280,720,RGBA,23,255,49.512143635289476,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,34201,eeb9e7b9770ba9658ccbc81d5455590a1f84ac90dcddb17a87e7acd52024dc06,True,PNG,1280,720,RGBA,23,255,55.258452650169318,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png,.png,27979,8aa56208bdc74612f261bce215bb601b930d37d7a283ead4431d2e1a93d127ff,True,PNG,1280,720,RGBA,23,255,60.611345985219991,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,31014,9ada573774e41caf18b9650638b557782a0df13fad709ac31b3ffec0b210e8d3,True,PNG,1280,720,RGBA,23,255,53.089901865811804,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-impulse-response.png,.png,37323,34e7ede978c16717c04d89b225ff332d80f5933907286ca3a8a7ba423c9a713d,True,PNG,1280,720,RGBA,23,255,52.264574705341346,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-magnitude-heatmap.png,.png,44376,fdfdad9c3da5fc2cddbb1b9c5f1ecde821071195f1e0d628d679f1fc88f57634,True,PNG,1180,760,RGBA,23,255,55.432638948351936,False,
analytics/image/contract__channel-estimation-propagation-analytics__channel-phase-heatmap.png,.png,49406,f60537902a4193ab1a60628ea289c7bf08d6d5259538f472dcecfc82d6840f83,True,PNG,1180,760,RGBA,23,255,41.752029223321003,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-f.png,.png,54906,03a7ed851ec7f54f685287130c1e748c743513b9ab6a75a62c538da7af846bdb,True,PNG,1280,720,RGBA,23,255,25.259594378883147,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimated-hhat-tau.png,.png,58637,3e02d34aa1d40ee84cbe7fc8a507ec40fe48ffbcf2f9ec55c33428c4da57f169,True,PNG,1280,720,RGBA,23,255,25.989808844271849,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,37118,472fd6c427928457b8893d0b851333c05fa4f05f5c7f14fd46c63437a399b467,True,PNG,1280,720,RGBA,23,255,50.505665154329293,False,
analytics/image/contract__channel-estimation-propagation-analytics__nmse-vs-snr-sinr.png,.png,35899,c1acd3a4d01048136c674b4c12c561a8563e423c363b41362d7ddd168972523b,True,PNG,1280,720,RGBA,23,255,49.942580033743788,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,46345,692fc88409782b10ac392cfc3b272062bf35885f4152a026bd135458b8ef285d,True,PNG,1280,720,RGBA,23,255,25.209878934714013,False,
analytics/image/contract__channel-estimation-propagation-analytics__pathloss-distribution.png,.png,36260,41d7d951409b2bab1e71055651e124f7f2846537af192c1b74dac1f20d5ea622,True,PNG,1280,720,RGBA,23,255,55.801670594286009,False,
analytics/image/contract__channel-estimation-propagation-analytics__tap-power-profile.png,.png,36370,10f00623a67b2200fe9f297a9deff926f5dcbc75ddf7f2851c3856fb41734bb9,True,PNG,1280,720,RGBA,23,255,51.821593154824932,False,
analytics/image/contract__channel-estimation-propagation-analytics__true-h-f-if-available.png,.png,55550,afcbb571fe26f7907e83f480b7af1bed23318e15e9c0ffc4a31002454ce7ff83,True,PNG,1280,720,RGBA,23,255,25.666737357302107,False,
