run_id,artifact_id,logical_path,artifact_kind,mime_type,sink_type,target_table,target_file
1,56012,air_interface/csv/csi_rs_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/csi_rs_trials.csv
1,56013,air_interface/csv/dl_constellation_preview.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/dl_constellation_preview.csv
1,56014,air_interface/csv/dl_pdsch_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/dl_pdsch_trials.csv
1,56015,air_interface/csv/link_anchor_kpis.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/link_anchor_kpis.csv
1,56016,air_interface/csv/link_kpis.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/link_kpis.csv
1,56017,air_interface/csv/live_link_snr_sweep.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/live_link_snr_sweep.csv
1,56018,air_interface/csv/lls_kpi_summary.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/lls_kpi_summary.csv
1,56019,air_interface/csv/lls_snr_sweep.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/lls_snr_sweep.csv
1,56020,air_interface/csv/multiuser_user_summary.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/multiuser_user_summary.csv
1,56021,air_interface/csv/pbch_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/pbch_trials.csv
1,56022,air_interface/csv/pdcch_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/pdcch_trials.csv
1,56023,air_interface/csv/prach_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/prach_trials.csv
1,56024,air_interface/csv/pucch_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/pucch_trials.csv
1,56025,air_interface/csv/srs_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/srs_trials.csv
1,56026,air_interface/csv/trs_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/trs_trials.csv
1,56027,air_interface/csv/ul_constellation_preview.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/ul_constellation_preview.csv
1,56028,air_interface/csv/ul_pusch_trials.csv,table_csv,text/csv; charset=UTF-8,db_artifact,,air_interface/csv/ul_pusch_trials.csv
