frame,slot,symbol_start,symbol_len,cell_id,ue_id,direction,rb_start,rb_len,num_prbs,beam_id,rank,layers,harq_id,mcs,tbs_bits,allocation_reason,occupancy_type,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
1,7,0,14,2,4,DL,0,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,6,DL,34,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,10,DL,68,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,29,DL,102,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,35,DL,136,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,41,DL,170,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,45,DL,204,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,2,50,DL,238,34,34,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2472,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,2,DL,0,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,12,DL,27,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,13,DL,54,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,15,DL,81,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,16,DL,108,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,18,DL,135,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,23,DL,162,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,24,DL,189,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,33,DL,216,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,3,34,DL,243,27,27,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2024,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,20,DL,0,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,22,DL,30,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,32,DL,60,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,37,DL,90,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,38,DL,120,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,40,DL,150,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,42,DL,180,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,44,DL,210,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,4,49,DL,240,30,30,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,2216,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
1,7,0,14,5,1,DL,0,21,21,not_recorded_by_active_live_prb_allocation_runtime,2,2,0,0,1544,new_data_pf,scheduled_allocation,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPRBAllocationTable,implemented,runtime_grant_rows,not_applicable,0,1
