run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,HOL delay over time,line,Slot,UEIndex,1,7.0,3.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,2,7.0,5.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,3,7.0,7.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,4,7.0,9.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,5,7.0,14.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,6,7.0,19.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,7,7.0,26.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,8,7.0,27.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,9,7.0,43.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,10,7.0,47.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,HOL delay over time,line,Slot,UEIndex,11,7.0,4.0,packet_flow/csv/live_dl_scheduler_grants.csv,150,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
