RunID,PDUId,Direction,PDUType,QFI,RDI,RQI,DC,HeaderHex,EncodedSHA256,DecodedSHA256,MismatchCount,Status
"PROTOCOL-20260727-071456","1","DL","DATA","0","0","0",,"00","6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d","6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d","0","PASS"
"PROTOCOL-20260727-071456","2","DL","DATA","0","0","1",,"40","c3641f8544d7c02f3580b07c0f9887f0c6a27ff5ab1d4a3e29caf197cfc299ae","c3641f8544d7c02f3580b07c0f9887f0c6a27ff5ab1d4a3e29caf197cfc299ae","0","PASS"
"PROTOCOL-20260727-071456","3","DL","DATA","0","1","0",,"80","76be8b528d0075f7aae98d6fa57a6d3c83ae480a8469e668d7b0af968995ac71","76be8b528d0075f7aae98d6fa57a6d3c83ae480a8469e668d7b0af968995ac71","0","PASS"
"PROTOCOL-20260727-071456","4","DL","DATA","0","1","1",,"C0","e4ff5e7d7a7f08e9800a3e25cb774533cb20040df30b6ba10f956f9acd0eb3f7","e4ff5e7d7a7f08e9800a3e25cb774533cb20040df30b6ba10f956f9acd0eb3f7","0","PASS"
"PROTOCOL-20260727-071456","5","UL","DATA","0",,,"1","80","76be8b528d0075f7aae98d6fa57a6d3c83ae480a8469e668d7b0af968995ac71","76be8b528d0075f7aae98d6fa57a6d3c83ae480a8469e668d7b0af968995ac71","0","PASS"
"PROTOCOL-20260727-071456","6","UL","END_MARKER","0",,,"0","00","6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d","6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d","0","PASS"
"PROTOCOL-20260727-071456","7","DL","DATA","1","0","0",,"01","4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a","4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a","0","PASS"
"PROTOCOL-20260727-071456","8","DL","DATA","1","0","1",,"41","559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd","559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd","0","PASS"
"PROTOCOL-20260727-071456","9","DL","DATA","1","1","0",,"81","591b7cc95037822dec5a4d593a2e2e8b19c07ddd2570e5699003d17f14c440a6","591b7cc95037822dec5a4d593a2e2e8b19c07ddd2570e5699003d17f14c440a6","0","PASS"
"PROTOCOL-20260727-071456","10","DL","DATA","1","1","1",,"C1","d1bbd73bb09190bfb883056771e22e997541ed20079793bf33975fe1654581c3","d1bbd73bb09190bfb883056771e22e997541ed20079793bf33975fe1654581c3","0","PASS"
"PROTOCOL-20260727-071456","11","UL","DATA","1",,,"1","81","591b7cc95037822dec5a4d593a2e2e8b19c07ddd2570e5699003d17f14c440a6","591b7cc95037822dec5a4d593a2e2e8b19c07ddd2570e5699003d17f14c440a6","0","PASS"
"PROTOCOL-20260727-071456","12","UL","END_MARKER","1",,,"0","01","4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a","4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a","0","PASS"
"PROTOCOL-20260727-071456","13","DL","DATA","2","0","0",,"02","dbc1b4c900ffe48d575b5da5c638040125f65db0fe3e24494b76ea986457d986","dbc1b4c900ffe48d575b5da5c638040125f65db0fe3e24494b76ea986457d986","0","PASS"
"PROTOCOL-20260727-071456","14","DL","DATA","2","0","1",,"42","df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c","df7e70e5021544f4834bbee64a9e3789febc4be81470df629cad6ddb03320a5c","0","PASS"
"PROTOCOL-20260727-071456","15","DL","DATA","2","1","0",,"82","a5ab782c805e8bfbe34cb65742a0471cf5a53a97f0a1160ab6cccbb64c9131ce","a5ab782c805e8bfbe34cb65742a0471cf5a53a97f0a1160ab6cccbb64c9131ce","0","PASS"
"PROTOCOL-20260727-071456","16","DL","DATA","2","1","1",,"C2","c557e71380112b980eaf1145fa80621130dfbdfa1e375d87ae0018b7c60ac16b","c557e71380112b980eaf1145fa80621130dfbdfa1e375d87ae0018b7c60ac16b","0","PASS"
"PROTOCOL-20260727-071456","17","UL","DATA","2",,,"1","82","a5ab782c805e8bfbe34cb65742a0471cf5a53a97f0a1160ab6cccbb64c9131ce","a5ab782c805e8bfbe34cb65742a0471cf5a53a97f0a1160ab6cccbb64c9131ce","0","PASS"
"PROTOCOL-20260727-071456","18","UL","END_MARKER","2",,,"0","02","dbc1b4c900ffe48d575b5da5c638040125f65db0fe3e24494b76ea986457d986","dbc1b4c900ffe48d575b5da5c638040125f65db0fe3e24494b76ea986457d986","0","PASS"
"PROTOCOL-20260727-071456","19","DL","DATA","3","0","0",,"03","084fed08b978af4d7d196a7446a86b58009e636b611db16211b65a9aadff29c5","084fed08b978af4d7d196a7446a86b58009e636b611db16211b65a9aadff29c5","0","PASS"
"PROTOCOL-20260727-071456","20","DL","DATA","3","0","1",,"43","6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d","6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d","0","PASS"
"PROTOCOL-20260727-071456","21","DL","DATA","3","1","0",,"83","5ee0dd4d4840229fab4a86438efbcaf1b9571af94f5ace5acc94de19e98ea9ab","5ee0dd4d4840229fab4a86438efbcaf1b9571af94f5ace5acc94de19e98ea9ab","0","PASS"
"PROTOCOL-20260727-071456","22","DL","DATA","3","1","1",,"C3","ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e","ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e","0","PASS"
"PROTOCOL-20260727-071456","23","UL","DATA","3",,,"1","83","5ee0dd4d4840229fab4a86438efbcaf1b9571af94f5ace5acc94de19e98ea9ab","5ee0dd4d4840229fab4a86438efbcaf1b9571af94f5ace5acc94de19e98ea9ab","0","PASS"
"PROTOCOL-20260727-071456","24","UL","END_MARKER","3",,,"0","03","084fed08b978af4d7d196a7446a86b58009e636b611db16211b65a9aadff29c5","084fed08b978af4d7d196a7446a86b58009e636b611db16211b65a9aadff29c5","0","PASS"
"PROTOCOL-20260727-071456","25","DL","DATA","4","0","0",,"04","e52d9c508c502347344d8c07ad91cbd6068afc75ff6292f062a09ca381c89e71","e52d9c508c502347344d8c07ad91cbd6068afc75ff6292f062a09ca381c89e71","0","PASS"
"PROTOCOL-20260727-071456","26","DL","DATA","4","0","1",,"44","3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43","3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43","0","PASS"
"PROTOCOL-20260727-071456","27","DL","DATA","4","1","0",,"84","aaa8e61e7faf37dd77cc5f907b38146741994b27d5b1978679af68b43f55e7c5","aaa8e61e7faf37dd77cc5f907b38146741994b27d5b1978679af68b43f55e7c5","0","PASS"
"PROTOCOL-20260727-071456","28","DL","DATA","4","1","1",,"C4","d1211001882d2ce16a8553e449b6c8b7f71e61836efc2e416143808f20e721e7","d1211001882d2ce16a8553e449b6c8b7f71e61836efc2e416143808f20e721e7","0","PASS"
"PROTOCOL-20260727-071456","29","UL","DATA","4",,,"1","84","aaa8e61e7faf37dd77cc5f907b38146741994b27d5b1978679af68b43f55e7c5","aaa8e61e7faf37dd77cc5f907b38146741994b27d5b1978679af68b43f55e7c5","0","PASS"
"PROTOCOL-20260727-071456","30","UL","END_MARKER","4",,,"0","04","e52d9c508c502347344d8c07ad91cbd6068afc75ff6292f062a09ca381c89e71","e52d9c508c502347344d8c07ad91cbd6068afc75ff6292f062a09ca381c89e71","0","PASS"
"PROTOCOL-20260727-071456","31","DL","DATA","5","0","0",,"05","e77b9a9ae9e30b0dbdb6f510a264ef9de781501d7b6b92ae89eb059c5ab743db","e77b9a9ae9e30b0dbdb6f510a264ef9de781501d7b6b92ae89eb059c5ab743db","0","PASS"
"PROTOCOL-20260727-071456","32","DL","DATA","5","0","1",,"45","a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58","a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58","0","PASS"
"PROTOCOL-20260727-071456","33","DL","DATA","5","1","0",,"85","c00e7f889cfc9216ec818bf2e1682fc6af0d89939c91776669478caf27c9727c","c00e7f889cfc9216ec818bf2e1682fc6af0d89939c91776669478caf27c9727c","0","PASS"
"PROTOCOL-20260727-071456","34","DL","DATA","5","1","1",,"C5","5a0ec31daa84fa27666da56af259b9351086bba0b9ab4aa6007e3e6fb1866b47","5a0ec31daa84fa27666da56af259b9351086bba0b9ab4aa6007e3e6fb1866b47","0","PASS"
"PROTOCOL-20260727-071456","35","UL","DATA","5",,,"1","85","c00e7f889cfc9216ec818bf2e1682fc6af0d89939c91776669478caf27c9727c","c00e7f889cfc9216ec818bf2e1682fc6af0d89939c91776669478caf27c9727c","0","PASS"
"PROTOCOL-20260727-071456","36","UL","END_MARKER","5",,,"0","05","e77b9a9ae9e30b0dbdb6f510a264ef9de781501d7b6b92ae89eb059c5ab743db","e77b9a9ae9e30b0dbdb6f510a264ef9de781501d7b6b92ae89eb059c5ab743db","0","PASS"
"PROTOCOL-20260727-071456","37","DL","DATA","6","0","0",,"06","67586e98fad27da0b9968bc039a1ef34c939b9b8e523a8bef89d478608c5ecf6","67586e98fad27da0b9968bc039a1ef34c939b9b8e523a8bef89d478608c5ecf6","0","PASS"
"PROTOCOL-20260727-071456","38","DL","DATA","6","0","1",,"46","f67ab10ad4e4c53121b6a5fe4da9c10ddee905b978d3788d2723d7bfacbe28a9","f67ab10ad4e4c53121b6a5fe4da9c10ddee905b978d3788d2723d7bfacbe28a9","0","PASS"
"PROTOCOL-20260727-071456","39","DL","DATA","6","1","0",,"86","3cbdaf66b3dd2b174788a2f17f938b52dda93a2a97440cead19332cbfacba7c8","3cbdaf66b3dd2b174788a2f17f938b52dda93a2a97440cead19332cbfacba7c8","0","PASS"
"PROTOCOL-20260727-071456","40","DL","DATA","6","1","1",,"C6","49994461d6b46390f014c8c5275a8591ef8764760afe2739cee23f6fbe285778","49994461d6b46390f014c8c5275a8591ef8764760afe2739cee23f6fbe285778","0","PASS"
"PROTOCOL-20260727-071456","41","UL","DATA","6",,,"1","86","3cbdaf66b3dd2b174788a2f17f938b52dda93a2a97440cead19332cbfacba7c8","3cbdaf66b3dd2b174788a2f17f938b52dda93a2a97440cead19332cbfacba7c8","0","PASS"
"PROTOCOL-20260727-071456","42","UL","END_MARKER","6",,,"0","06","67586e98fad27da0b9968bc039a1ef34c939b9b8e523a8bef89d478608c5ecf6","67586e98fad27da0b9968bc039a1ef34c939b9b8e523a8bef89d478608c5ecf6","0","PASS"
"PROTOCOL-20260727-071456","43","DL","DATA","7","0","0",,"07","ca358758f6d27e6cf45272937977a748fd88391db679ceda7dc7bf1f005ee879","ca358758f6d27e6cf45272937977a748fd88391db679ceda7dc7bf1f005ee879","0","PASS"
"PROTOCOL-20260727-071456","44","DL","DATA","7","0","1",,"47","333e0a1e27815d0ceee55c473fe3dc93d56c63e3bee2b3b4aee8eed6d70191a3","333e0a1e27815d0ceee55c473fe3dc93d56c63e3bee2b3b4aee8eed6d70191a3","0","PASS"
"PROTOCOL-20260727-071456","45","DL","DATA","7","1","0",,"87","4bfa260a661d68110a7a0a45264d2d43af9727de925cc2e09fb687b3651efe9d","4bfa260a661d68110a7a0a45264d2d43af9727de925cc2e09fb687b3651efe9d","0","PASS"
"PROTOCOL-20260727-071456","46","DL","DATA","7","1","1",,"C7","3340883aad3038dd993b3c94d2d32c3b20e07859969aca411f7f93ab8847c746","3340883aad3038dd993b3c94d2d32c3b20e07859969aca411f7f93ab8847c746","0","PASS"
"PROTOCOL-20260727-071456","47","UL","DATA","7",,,"1","87","4bfa260a661d68110a7a0a45264d2d43af9727de925cc2e09fb687b3651efe9d","4bfa260a661d68110a7a0a45264d2d43af9727de925cc2e09fb687b3651efe9d","0","PASS"
"PROTOCOL-20260727-071456","48","UL","END_MARKER","7",,,"0","07","ca358758f6d27e6cf45272937977a748fd88391db679ceda7dc7bf1f005ee879","ca358758f6d27e6cf45272937977a748fd88391db679ceda7dc7bf1f005ee879","0","PASS"
"PROTOCOL-20260727-071456","49","DL","DATA","8","0","0",,"08","beead77994cf573341ec17b58bbf7eb34d2711c993c1d976b128b3188dc1829a","beead77994cf573341ec17b58bbf7eb34d2711c993c1d976b128b3188dc1829a","0","PASS"
"PROTOCOL-20260727-071456","50","DL","DATA","8","0","1",,"48","44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21","44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21","0","PASS"
"PROTOCOL-20260727-071456","51","DL","DATA","8","1","0",,"88","4f362f9093bb8e7012f466224ff1237c0746d8c8f660b16699f5036ccba9c64a","4f362f9093bb8e7012f466224ff1237c0746d8c8f660b16699f5036ccba9c64a","0","PASS"
"PROTOCOL-20260727-071456","52","DL","DATA","8","1","1",,"C8","7c5bd2d144fdde498406edcb9fe60ce65b0dfa5f2dd7a7617f505e3d46d68bdb","7c5bd2d144fdde498406edcb9fe60ce65b0dfa5f2dd7a7617f505e3d46d68bdb","0","PASS"
"PROTOCOL-20260727-071456","53","UL","DATA","8",,,"1","88","4f362f9093bb8e7012f466224ff1237c0746d8c8f660b16699f5036ccba9c64a","4f362f9093bb8e7012f466224ff1237c0746d8c8f660b16699f5036ccba9c64a","0","PASS"
"PROTOCOL-20260727-071456","54","UL","END_MARKER","8",,,"0","08","beead77994cf573341ec17b58bbf7eb34d2711c993c1d976b128b3188dc1829a","beead77994cf573341ec17b58bbf7eb34d2711c993c1d976b128b3188dc1829a","0","PASS"
"PROTOCOL-20260727-071456","55","DL","DATA","9","0","0",,"09","2b4c342f5433ebe591a1da77e013d1b72475562d48578dca8b84bac6651c3cb9","2b4c342f5433ebe591a1da77e013d1b72475562d48578dca8b84bac6651c3cb9","0","PASS"
"PROTOCOL-20260727-071456","56","DL","DATA","9","0","1",,"49","a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c","a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c","0","PASS"
"PROTOCOL-20260727-071456","57","DL","DATA","9","1","0",,"89","e9b0c031f0493d3fd6b0b668260c79e7efe734bfd4b4115f9d82bc3be609c294","e9b0c031f0493d3fd6b0b668260c79e7efe734bfd4b4115f9d82bc3be609c294","0","PASS"
"PROTOCOL-20260727-071456","58","DL","DATA","9","1","1",,"C9","4fb733bedb74fec8d65bedf056b935189a289e928b3302bec38a281814de523a","4fb733bedb74fec8d65bedf056b935189a289e928b3302bec38a281814de523a","0","PASS"
"PROTOCOL-20260727-071456","59","UL","DATA","9",,,"1","89","e9b0c031f0493d3fd6b0b668260c79e7efe734bfd4b4115f9d82bc3be609c294","e9b0c031f0493d3fd6b0b668260c79e7efe734bfd4b4115f9d82bc3be609c294","0","PASS"
"PROTOCOL-20260727-071456","60","UL","END_MARKER","9",,,"0","09","2b4c342f5433ebe591a1da77e013d1b72475562d48578dca8b84bac6651c3cb9","2b4c342f5433ebe591a1da77e013d1b72475562d48578dca8b84bac6651c3cb9","0","PASS"
"PROTOCOL-20260727-071456","61","DL","DATA","10","0","0",,"0A","01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b","01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b","0","PASS"
"PROTOCOL-20260727-071456","62","DL","DATA","10","0","1",,"4A","6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5","6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5","0","PASS"
"PROTOCOL-20260727-071456","63","DL","DATA","10","1","0",,"8A","2d3193691934124461809fb9bc7e671215099fc7d961bfbe31943d40d477c890","2d3193691934124461809fb9bc7e671215099fc7d961bfbe31943d40d477c890","0","PASS"
"PROTOCOL-20260727-071456","64","DL","DATA","10","1","1",,"CA","13598656f10fa962b75f6c4587a61a067c14c1ef7dc9ca3703da76bae4c1beb1","13598656f10fa962b75f6c4587a61a067c14c1ef7dc9ca3703da76bae4c1beb1","0","PASS"
"PROTOCOL-20260727-071456","65","UL","DATA","10",,,"1","8A","2d3193691934124461809fb9bc7e671215099fc7d961bfbe31943d40d477c890","2d3193691934124461809fb9bc7e671215099fc7d961bfbe31943d40d477c890","0","PASS"
"PROTOCOL-20260727-071456","66","UL","END_MARKER","10",,,"0","0A","01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b","01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b","0","PASS"
