RunID,VectorFamily,FileName,OracleClass,OracleImplementation,OracleVersion,OracleArtifactSHA256,Cases,MismatchCount,MaxAbsoluteError,Status
"PROTOCOL-20260727-071456","rlc_um_header","protocol_rlc_um_header_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","dbee56175eaa4b6ca968a8e7ce723845aff7cbe5bc1a168475bc39be2dc2290c","78","0","false","PASS"
"PROTOCOL-20260727-071456","rlc_am_header","protocol_rlc_am_header_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","e35fc56fc5cb6d289f801a1552e579b6695b4e9cf2872fae2763e5f16785671f","164","0","false","PASS"
"PROTOCOL-20260727-071456","rlc_status","protocol_rlc_status_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","bc00244932132822bc285a279bb3739e1531e970c7fd64af200c62e6e5247abf","26","0","0","PASS"
"PROTOCOL-20260727-071456","rlc_state","protocol_rlc_timer_state_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","63e1aae504bdceb59c62337fde3a32fff7d35282142d646d13c5c7046149e25f","23","0","false","PASS"
"PROTOCOL-20260727-071456","pdcp_header","protocol_pdcp_header_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","6c6127bdd955119a14a68e25c60aa910ce04f6bfca8382020b07204c1eb3f120","15","0","false","PASS"
"PROTOCOL-20260727-071456","pdcp_count","protocol_pdcp_count_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","aafa4f5fc6db673395167e610957e2bb94374632ab88502a92e594a85bc9f1f2","40","0","0","PASS"
"PROTOCOL-20260727-071456","pdcp_security","protocol_pdcp_security_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","bded519495696fe2bfd20846ae0260bc5c6ad7b2567d1618f2c44ae0f7e047e5","64","0","false","PASS"
"PROTOCOL-20260727-071456","pdcp_reordering","protocol_pdcp_reordering_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","40a3821c0761de95a330ae472a21d7f2dbc099add5103e6e1b84f334446c3b22","10","0","false","PASS"
"PROTOCOL-20260727-071456","sdap_header","protocol_sdap_header_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","ce3757ca75f69090eaa8ff061a2ffe508bad26ee916c4d16758c81b42be68d2e","387","0","false","PASS"
"PROTOCOL-20260727-071456","sdap_mapping","protocol_sdap_mapping_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","3f215b5e996e2a5c3181c9ef9f7541872cb4facabd126c3026dbf32b7110e925","35","0","false","PASS"
"PROTOCOL-20260727-071456","rrc_semantics","protocol_rrc_message_vectors.csv","independent_enablement_guard","external_protocol_pack","manifest_v1","6cab9f40e1a73b86710bba6f6b604c3563d8757f4fff8d3b64ce08d7fa9afc06","55","0","false","PASS"
"PROTOCOL-20260727-071456","rrc_uper","protocol_rrc_release18_uper_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","55bb35555c270a23378b146ae9a4feb99c2c3899e7a20cc62e2882556b2b9d02","53","0","false","PASS"
"PROTOCOL-20260727-071456","bearer_config","protocol_radio_bearer_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","67a2a4f016a02f784f52fc1717eb8a1d30383ebe0171ac939be2e6abf1ac7278","18","0","false","PASS"
"PROTOCOL-20260727-071456","handover","protocol_handover_state_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","c5335e969605adfc1820f324cbab317437f8e65e6482e8962704fce942fa9d75","17","0","false","PASS"
"PROTOCOL-20260727-071456","traffic","protocol_traffic_arrival_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","f483271a49cb76ca6c9a6dd1678f4d6f51831043e9fc5a0ea76db2014c5a973e","320","0","false","PASS"
"PROTOCOL-20260727-071456","lineage","protocol_lineage_vectors.csv","independent_frozen_vector","external_protocol_pack","manifest_v1","d8f3f06f91af90c80ebe711cf389ea4f780926299a17bd5350a230637a53e74e","384","0","false","PASS"
