Direction,UEIndex,RNTI,PacketId,ApplicationPacketId,FlowId,EnqueueFrame,EnqueueSlot,EnqueueCanonicalSlot,EnqueueSlotInFrame,EnqueueTime_s,OfferedBits,ScheduledBits,DeliveredBits,RemainingBits,SegmentCount,HARQAttemptCount,FirstGrantSlot,FirstGrantTime_s,ReassemblyCompleteFlag,DeliverySuccess,PacketizationSource,TimingStatus,Status,Notes
"DL",2,2,"DL_ue2_frame1_pkt25","DL_ue2_frame1_pkt25","DL_ue2",1,4,4,4,0.0015,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt25","DL_ue3_frame1_pkt25","DL_ue3",1,4,4,4,0.0015,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt25","DL_ue4_frame1_pkt25","DL_ue4",1,4,4,4,0.0015,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt33","DL_ue1_frame1_pkt33","DL_ue1",1,5,5,5,0.002,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt33","DL_ue2_frame1_pkt33","DL_ue2",1,5,5,5,0.002,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt33","DL_ue3_frame1_pkt33","DL_ue3",1,5,5,5,0.002,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt33","DL_ue4_frame1_pkt33","DL_ue4",1,5,5,5,0.002,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt41","DL_ue1_frame1_pkt41","DL_ue1",1,6,6,6,0.0025,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt41","DL_ue2_frame1_pkt41","DL_ue2",1,6,6,6,0.0025,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt41","DL_ue3_frame1_pkt41","DL_ue3",1,6,6,6,0.0025,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt41","DL_ue4_frame1_pkt41","DL_ue4",1,6,6,6,0.0025,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt49","DL_ue1_frame1_pkt49","DL_ue1",1,7,7,7,0.003,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt49","DL_ue2_frame1_pkt49","DL_ue2",1,7,7,7,0.003,24000,24000,0,0,1,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt49","DL_ue3_frame1_pkt49","DL_ue3",1,7,7,7,0.003,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt49","DL_ue4_frame1_pkt49","DL_ue4",1,7,7,7,0.003,24000,24000,0,0,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt57","DL_ue1_frame1_pkt57","DL_ue1",1,8,8,8,0.0035,24000,24000,0,0,2,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt57","DL_ue2_frame1_pkt57","DL_ue2",1,8,8,8,0.0035,24000,24000,0,0,2,0,16,0.0075,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt57","DL_ue3_frame1_pkt57","DL_ue3",1,8,8,8,0.0035,24000,4424,0,19576,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","partially_scheduled","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt57","DL_ue4_frame1_pkt57","DL_ue4",1,8,8,8,0.0035,24000,4424,0,19576,1,0,17,0.008,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","partially_scheduled","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt65","DL_ue1_frame1_pkt65","DL_ue1",1,9,9,9,0.004,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt65","DL_ue2_frame1_pkt65","DL_ue2",1,9,9,9,0.004,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt65","DL_ue3_frame1_pkt65","DL_ue3",1,9,9,9,0.004,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt65","DL_ue4_frame1_pkt65","DL_ue4",1,9,9,9,0.004,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt73","DL_ue1_frame1_pkt73","DL_ue1",1,10,10,10,0.0045,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt73","DL_ue2_frame1_pkt73","DL_ue2",1,10,10,10,0.0045,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt73","DL_ue3_frame1_pkt73","DL_ue3",1,10,10,10,0.0045,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt73","DL_ue4_frame1_pkt73","DL_ue4",1,10,10,10,0.0045,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt81","DL_ue1_frame1_pkt81","DL_ue1",1,11,11,11,0.005,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt81","DL_ue2_frame1_pkt81","DL_ue2",1,11,11,11,0.005,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt81","DL_ue3_frame1_pkt81","DL_ue3",1,11,11,11,0.005,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt81","DL_ue4_frame1_pkt81","DL_ue4",1,11,11,11,0.005,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt89","DL_ue1_frame1_pkt89","DL_ue1",1,12,12,12,0.0055,36000,36000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt89","DL_ue2_frame1_pkt89","DL_ue2",1,12,12,12,0.0055,36000,36000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt89","DL_ue3_frame1_pkt89","DL_ue3",1,12,12,12,0.0055,36000,0,0,36000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt89","DL_ue4_frame1_pkt89","DL_ue4",1,12,12,12,0.0055,36000,0,0,36000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt97","DL_ue1_frame1_pkt97","DL_ue1",1,13,13,13,0.006,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt97","DL_ue2_frame1_pkt97","DL_ue2",1,13,13,13,0.006,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt97","DL_ue3_frame1_pkt97","DL_ue3",1,13,13,13,0.006,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt97","DL_ue4_frame1_pkt97","DL_ue4",1,13,13,13,0.006,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt105","DL_ue1_frame1_pkt105","DL_ue1",1,14,14,14,0.0065,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt105","DL_ue2_frame1_pkt105","DL_ue2",1,14,14,14,0.0065,24000,24000,0,0,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","fully_scheduled_pending_delivery","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt105","DL_ue3_frame1_pkt105","DL_ue3",1,14,14,14,0.0065,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt105","DL_ue4_frame1_pkt105","DL_ue4",1,14,14,14,0.0065,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt113","DL_ue1_frame1_pkt113","DL_ue1",1,15,15,15,0.007,24000,8848,0,15152,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","partially_scheduled","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt113","DL_ue2_frame1_pkt113","DL_ue2",1,15,15,15,0.007,24000,8848,0,15152,1,0,18,0.0085,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","partially_scheduled","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt113","DL_ue3_frame1_pkt113","DL_ue3",1,15,15,15,0.007,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt113","DL_ue4_frame1_pkt113","DL_ue4",1,15,15,15,0.007,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt121","DL_ue1_frame1_pkt121","DL_ue1",1,16,16,16,0.0075,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt121","DL_ue2_frame1_pkt121","DL_ue2",1,16,16,16,0.0075,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt121","DL_ue3_frame1_pkt121","DL_ue3",1,16,16,16,0.0075,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt121","DL_ue4_frame1_pkt121","DL_ue4",1,16,16,16,0.0075,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt129","DL_ue1_frame1_pkt129","DL_ue1",1,17,17,17,0.008,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt129","DL_ue2_frame1_pkt129","DL_ue2",1,17,17,17,0.008,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt129","DL_ue3_frame1_pkt129","DL_ue3",1,17,17,17,0.008,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt129","DL_ue4_frame1_pkt129","DL_ue4",1,17,17,17,0.008,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt137","DL_ue1_frame1_pkt137","DL_ue1",1,18,18,18,0.0085,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt137","DL_ue2_frame1_pkt137","DL_ue2",1,18,18,18,0.0085,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt137","DL_ue3_frame1_pkt137","DL_ue3",1,18,18,18,0.0085,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt137","DL_ue4_frame1_pkt137","DL_ue4",1,18,18,18,0.0085,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt145","DL_ue1_frame1_pkt145","DL_ue1",1,19,19,19,0.009,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt145","DL_ue2_frame1_pkt145","DL_ue2",1,19,19,19,0.009,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt145","DL_ue3_frame1_pkt145","DL_ue3",1,19,19,19,0.009,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt145","DL_ue4_frame1_pkt145","DL_ue4",1,19,19,19,0.009,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",1,1,"DL_ue1_frame1_pkt153","DL_ue1_frame1_pkt153","DL_ue1",1,20,20,20,0.0095,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",2,2,"DL_ue2_frame1_pkt153","DL_ue2_frame1_pkt153","DL_ue2",1,20,20,20,0.0095,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",3,3,"DL_ue3_frame1_pkt153","DL_ue3_frame1_pkt153","DL_ue3",1,20,20,20,0.0095,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
"DL",4,4,"DL_ue4_frame1_pkt153","DL_ue4_frame1_pkt153","DL_ue4",1,20,20,20,0.0095,24000,0,0,24000,0,0,NaN,NaN,0,0,"runtime_offered_bits_canonical_slot_packet","canonical_slot_enqueued","queued","Application packet created from the coupled runtime offered-bit arrival for this canonical slot/UE/direction."
